TWEET,LABEL
b'Kenapa pada ngajakin nonton dwp sih. Demi apapun gw gasuka musik jedak jeduk',0
b'@askmenfess Nikah gapake resepsi tapi punya rumah impian ber 2. Soalnya gasuka rame2 pusing banyak orang rame musik kenceng2',0
b'@munlixght IYAAA BAD GUY KAN VIRAL BGT WKWKWKK sampe ada versi sama justin bieber. temenku jg tbtb suka lagu itu pa\xe2\x80\xa6 https://t.co/Ug3LL6XMwW',
"b'sbg org yg gasuka denger musik, dari awal lagu i love u 3rebu keluar sampe skrg emg gprnh dengerin, trs ada versi f\xe2\x80\xa6 https://t.co/j3Q53ZrTp9'",0
"b'Selera si yaaa. Emang gasuka lagu dan musik tetangga sebelah, gak nyantol dikuping\xf0\x9f\x98\x82'",0
"b'Aku gasuka ya kalo lg dengerin musik pake henset kalian ajak ngobrol, ganggu bgt aseli'",0
b'Gasuka banget sama musik yang terlalu ngebass. Ini jantung gue berasa mau berhenti berdetak. Seketika takut mati\xf0\x9f\x98\xad',0
b'Aku gasuka ya kalo lagi diri diem nunggu kereta sambil denger musik badan suka goyang2 sendiri :(',0
"b'@msyauqinaufili gasuka musik keras, gue bukan anak mental'",0
b'@Muhamadiqbal044 @bahasrl kirain musik luar soalnya ak gasuka musik indo',0
"b'@smntrbgt Selera musik gue lebih ke rock,pop punk yang brisik brisik dah. Sering digambarkan suka moshing, sedangka\xe2\x80\xa6 https://t.co/kxdEt0Nght'",
b'kapan bs gasuka sama musik bara ya',
b'Aku gasuka ya kalo balesnya pake vn pas lagi dengerin musik. Keganggu suaramu tau gak shebel ishh',0
"b'gasuka nonton konser musik, tapi merasa sangat menyesal melewatkan synchronize fest dasar kami'",
b'dgn setiba2nya lu sok akrab padahal baru tau grup mereka pas dtg di acara musik idol lu. hahahahahhahahahahahaahaha\xe2\x80\xa6 https://t.co/MQFEieOHtO',
"b'Plot twist ntar ternyata Soundtisfied ngundang band pacar gua. Wkwk. Ya ttp ga dateng juga, jujur aku gasuka denger\xe2\x80\xa6 https://t.co/8KBFzVtBzx'",
"b'Gasuka sama kata kata yang keluar dari mulut dia tinggal tutup pendengaran, alihin pake musik volume full.\nGasuka o\xe2\x80\xa6 https://t.co/LSIfToq4LP'",0
b'@aliency96 Aku yakin klu gasuka musik mah pasti gakan like atau dislike. Aku yakin banget inj sih.',
"b'@umykhoiriyah @PalufiAprl Iya katanya sih waktu itu ada yg pernah bilang gini ""dah lu berdua aja nonton, gue mah ga\xe2\x80\xa6 https://t.co/9px9VzRY2A'",
"b""not because I can't afford it (lol takut dihujat miskin atau iri) tapi gue gasuka liat orang-orang pakai earpods ga\xe2\x80\xa6 https://t.co/yKwyNtisSD""",
b'@nufatirani27 Tontonlah konser musik yang kamu tau dan kamu suka. Karena klo gatau musiknya dan kamu gasuka malah j\xe2\x80\xa6 https://t.co/KvynfksTxu',
"b'Cuma gasuka aja sama orang yang nyuruh ngecilin volume musik diruangan gw, seketika kaya yang ... YA LU SIAPA JINGA\xe2\x80\xa6 https://t.co/wXRFNPANwg'",0
b'@gagahabdi aku gasuka musik huhu',0
"b'Gatau sih tp emg udh dr dlu sensi bgt sm suara2 kek gitu, aplg musik2 yg gasuka, tp akhir2 ini makin parah.. denger\xe2\x80\xa6 https://t.co/r8Vy61MJ6G'",0
b'abis storytelling aku pulang alias bye gasuka musik loyo https://t.co/tlmFQJTfw7',
"b'@GrindFess Kuy nder mutualan, tapi gasuka musik :('",0
b'@naaazzzs tapi suka musik gitu kan kak? nonton artis lokal gitu gasuka juga kak?',0
"b'""sa teh ga suka acara musik yah?"", aku jwb ""gasuka rame ey"". dijawab ""anjir introvert parah""'",0
b'Sebuah bagian lagu yang mirip lagu lain auto jelek dan plagiat bagi netizen super penikmat ori dan indie musik banget.',0
"b'Dari dulu sadar diri\nSuara jelek, ga bisa nyanyi\nMakanya ga ada niatan buat belajar alat musik'",
b'@cottonc99328327 Yah!  Kalau kamu merasa tersakiti lu nya aja yang baperan.. Yang kita bahas adalah sesuatu yang ga\xe2\x80\xa6 https://t.co/CgZ75fVxPr',
"b'@kai_uri_namchin tidak bisa mereka naik langkah demi langkah? itu malah sama aja membuat jelek nama kpop di US, US\xe2\x80\xa6 https://t.co/mL9GYlZ1LH'",
"b'@Nadyazura Nahh, enggak kok, bener dah, kalo lu ada di indo mah cobain dah, kalo jelek banting aja wkwkwk\n\nGw juga\xe2\x80\xa6 https://t.co/8O0gzXtZ1g'",
"b""#SuperMisNumber1Party\n#SuperM #SuperM_Jopping  \nfirst i'll say thanks for your hard work, finally we got this.\nterl\xe2\x80\xa6 https://t.co/MSeObDtXpI""",
"b""Kalo gini terus malah jelek-jelekin nama kpop yg udah susah-susah di 'positivkan' sama bts. \nMusik juga jadi kehila\xe2\x80\xa6 https://t.co/vZOczczV5U""",
b'@versiindonesia Suara jelek + gak bisa maen alat musik + gak ada cewek obviously cant relate',0
b'suara jelek + gak bisa maen alat musik cant relate https://t.co/23gqM09J9e',0
"b'Pengen jadi musisi terkenal, syukur\xc2\xb2 bisa go internesyenel. Cuman ya suaraku jelek, jago main alat musik juga kagak. Ramutu emang wkwkw'",0
b'Musik mainstream tidak jelek',1
"b'Somehow aku capek jadi orang yang sedikit ngerti musik, talking shit like a superior as if you only have to listen\xe2\x80\xa6 https://t.co/BsJaDeqcIh'",0
"b'Lebih baik menjadi diri sendiri, ketika berusaha tidak menjadi orang lain malah dihujat. Selera musik lo jelek, das\xe2\x80\xa6 https://t.co/318GdvQF9z'",0
b'Selera musik Pemkot Tasik jelek.',0
"b'@manusiabodoh Aku mengerti, film dan musik masalah selera. Jadi jelek atau bagus relatif. Tapi percayalah, melewatk\xe2\x80\xa6 https://t.co/FpSnr86cyR'",
"b'@jageundalnim Buat gue musik bicara soul, gue gak masalah suara jelek tekniknya tapi kalo nyanyinya soulful dan pak\xe2\x80\xa6 https://t.co/BzUisbGG5a'",
b'Kadang tuh orang kalo obsessed suka buta mata buta hati. Musik emang beda selera. Tapi kalo jelek ya jelek. \xf0\x9f\x98\x8c',0
"b'Kenapa sound di arab jelek bgtt sihh...\nMicnya suaranya kecil, gk imbang sama backsound, feedback teruus, musik kep\xe2\x80\xa6 https://t.co/nm7ZTUGoGx'",0
"b'https://t.co/3VxJKdf8qv\n\nHati2 terjebak menjadi ""aaaahh lo gak dengerin metal.. berarti selera musik lo jelek"" hahahahhaa'",
"b'@anastasssiia Sudah dua cerminku disita di festival musik, bu ana. Kayaknya emang sengaja orang-orang di situ gak b\xe2\x80\xa6 https://t.co/AcmXujuTBf'",
"b""Karena, musik, bukan hanya perpanjangan atau bagian dari budaya, it's also impacted the culture\n\nMusik jelek yang p\xe2\x80\xa6 https://t.co/xkuRBKlN1w""",
b'Oalah jingan besok uh seni musik sama basa daerah tapi mood gue jelek banget buat belajar',0
"b'nanti malem GUE HARUS BGT NONTN  @FSTVLST di daerah gbk neeh anjeeng, salah besar kalo kgk ketemu @faridstevy. Poko\xe2\x80\xa6 https://t.co/CsidQcRcVq'",
"b'sebagei mahluk sosial, menurut gue keknya manusia itu mesti ikut campur urusan orang lain tapi tidak untuk beberapa\xe2\x80\xa6 https://t.co/EB31zSJFlB'",
b'@askmenfess Gini nih. Yang membuat masyarakat luas beranggapan kalo musik dangdut jelek.',
b'Aq mah mau gaya apa wrn apa style kyk apa tetep CINTA sm WINNER  krn sesungguhnya musik adl hal yg utama lagipula m\xe2\x80\xa6 https://t.co/7wcSUtykpb',1
"b'Tapi ini juga bukan film jelek. Plot, akting, musik, oke banget. Dialognya aja yang menurutku kurang keren. Dan btw\xe2\x80\xa6 https://t.co/l6O3pQ39b5'",
b'AAAA SEKALI KALI BIKIN MUSIK JELEK KEK \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\n\n @Stray_Kids #StrayKidsComeback\n#DoubleKnot #StrayKids\xe2\x80\xa6 https://t.co/P5lJbs9zkD',
"b'Selera musik aing jelek amat ya, mau galau, bangun tidur, sebelum tidur, ngerjain tugas, pokonya semua kegiatan lagu nya Rock'",0
b'@Byumeee @funnylillac @23YJPr @kchartsandstats Kalian bilang bts saajaegi sampe ngetrendingin hashtag tp army kerja\xe2\x80\xa6 https://t.co/lCgehk356g',
b'@latthae padahal belom tentu yang viewersnya dikit itu = lagunya jelek dan sebaliknya. musik kan gimana orang bisa enjoy bukan kompetisi',1
b'@XXNZR__ kalau musik jelek yg diomongin sama semua orang saya tahu https://t.co/HxY0Fdke3Z',
"b""i aint lying but atl's songs r flawless like gaada yg jelek bener bener fit sama tipe musik fav ak huhuhuhuhuhu""",
"b'scroll-scroll resensi album musik di salah satu situs musik, score jelek mentok di 6.5/10. antara ga berani ngasih\xe2\x80\xa6 https://t.co/l31WqKhiDQ'",
"b'Gatau sih tp emg udh dr dlu sensi bgt sm suara2 kek gitu, aplg musik2 yg gasuka, tp akhir2 ini makin parah.. denger\xe2\x80\xa6 https://t.co/r8Vy61MJ6G'",
"b'Hampir 2 jam nonton kpop di jtv, soalnya jelek semua acara tv jam segini ternyata. Dan baru sadar art banget ya kor\xe2\x80\xa6 https://t.co/xldH1Zg67e'",
b'sebenernya bukan masalah selera musik gw. lu nya aja yg gabisa ngehargain orang. coba kalo musiknya ngehits atau di\xe2\x80\xa6 https://t.co/ZMNLcrgsef',
b'@enxmelle Konser musik tapi kameranya sctv JELEK BANGET.',0
b'pantes jelek terus orang gabisa mainin alat musik \xf0\x9f\x98\xad https://t.co/9pBKZ3xvvj',0
b'@mantep jelek trs gue gemini gabisa main musik anjing:(',0
"b""Me: gemini, tapi ngga bisa main alat musik berarti ya jelek terussss:'' https://t.co/i2FEAYttoH""",0
"b'Ngopi sambil dengerin musik, tapi claritynya jelek ...kacaw hidupku'",0
b'@mantep @leeysquwas Mohon maap ini gue gemini tapi gak bisa main alat musik apaqa itu artinya gue jelek?',
,
b'Pergeseran konsumsi digital musik dlm hal konten utk saat ini semakin pendek utk jd perhatian orang. Di era streami\xe2\x80\xa6 https://t.co/2zlsq4ffO5',
"b'Lalu setelah scroll, dapetlah satu event musik di bandung yang gs nya bagus bagus.\nTapi tiketnya sold out td pagi.'",
b'wagelaseh musik di teaser-nya bagus bgt ayo daysix tarik aku kembali!!!!!!!!!!!!!',
b'Armada itu band yg bukan tipe musik kesukaan istriku. Tapi dia lagi suka dengerin lagu ini. Eh ternyata emang bagus\xe2\x80\xa6 https://t.co/0MxkPa9ZBt',
"b'@wartahallyu Suka lagu tittle tracknya yaitu \nFlash karena saya emang suka genre musik EDM, makanya pas denger lagu\xe2\x80\xa6 https://t.co/AWnFHwxFTG'",
"b'@idolfess Tergantung kesanggupan artisnya, permintaan dari acara musiknya, jadi gabisa sepenuhnya disalahin artis l\xe2\x80\xa6 https://t.co/Qdj8vAHQgg'",
"b'Plis, gue benci banget sama lagu DJ Gagak itu. Gaada bagus bagusnya samasekali, dan gak lucu. Kenapa sih orang pada\xe2\x80\xa6 https://t.co/jfahArdQxK'",0
"b""Membuat studio musik utk kretifitas pecinta musik. Sengaja dibuat utk menghimpun musisi 'jalanan' supaya terarah.\xe2\x80\xa6 https://t.co/fptNegngNB""",
b'@saymynamehoman dear moon - jaehwi. itu ampuh bgt di gue wkwkwk. kalau mau coba dengerin musik klasik malah bagus b\xe2\x80\xa6 https://t.co/sJlqdajI7N',
"b'Karena sering diputar juga di radio tv dll, jadi meski merasa musik atau liriknya gak bagus, tetep aja terpatri di\xe2\x80\xa6 https://t.co/TzJqdl6ceX'",
"b'@Adriandhy @ernestprakasa Filmnya gak sadis cuk ,banyak drama yg epic bagus banget, dari alur cerita ,yg bikin oran\xe2\x80\xa6 https://t.co/Kv60ENpStE'",
b'Ko acara tv ga ada yang bagus ya dengrin musik dulu akhh bwt menemani rasa bete aq',0
"b'Bagus Yeol,\nkembangkan bakat senimu\nTidak hanya seni musik tapi juga seni rupa \xf0\x9f\x98\x80\xf0\x9f\x91\x8d\n#CHANYEOL @weareoneEXO\xe2\x80\xa6 https://t.co/1K6nMoUCVS'",
"b'@FerdinandHaean2 Karena bagus nya kebinekaan beliau, hingga akan mengadakan konser musik untuk negri.. \nPapua bergo\xe2\x80\xa6 https://t.co/15eN6Am02M'",
b'Rasakan meski dalam hati alunan musik riang ketika melakukan tugas ringan',1
"b'Temen : \n""enak klo ke korea pas autumn suasananya bagus,  banyak festival musik banjir lineup dan tiketnya gratis ""\xe2\x80\xa6 https://t.co/7HAB5d6UYH'",1
b'@ekstrajossusu Selera musik lo bagus juga',1
b'@CyanPalette couldnt agree anymore sis.\n\nmusik ter bagus dari sisi komposisinya di era permusikan jaman itu',1
b'@chillbabesss bagus buat ke festival musik',1
"b'CHART INLABEL! PERSAINGAN 18 MUSIK BAGUS INDONESIA FRESH TERPILIH! "" the fastest moving chart show"" BARENG @hilmanMD'",
"b""#FEMALELIFESTYLE | Alasan orang tua merasa 'jijik' dengan musik kekinian &gt;&gt; https://t.co/oW8FZfgtf9 https://t.co/dDyUeRLyzj""",
"b'@jomkkollim @Amyjayajaya @darkintherain aku paling bencinya, karena ini ga adil buat artis2 yg bener2 sukses karena\xe2\x80\xa6 https://t.co/bXOC30qtuW'",
"b'makin kesini kok aku, rada jijik ya sama dia-_-\nberasa punya scent musik paling tinggi sampe ngejatuhin boygroup la\xe2\x80\xa6 https://t.co/V1GCelJJoH'",0
"b'Tapi tetep aja sedih. Gue harus lebih baik dari ini. Kalo lu ngefans sama sebuah band, mestinya ga ada bias karena\xe2\x80\xa6 https://t.co/W58oylNEW5'",1
"b'kita kan ga tau ya di belakang layar ky gmn, mungkin mereka emg udah deket sm orang2 agensi jg karena mereka udah l\xe2\x80\xa6 https://t.co/RTC5c2Gp8B'",
b'Thomas arya _ kecewa dalam setia_slowrock terbaru cover liryk musik (cover) https://t.co/TAbx6l3riJ',
"b'Saya mendengarkan "" Kecewa-Bunga Citra Lestari "". Nikmati musik di JOOX! https://t.co/N5hnkuzaMz (#JOOX)'",
"b'@prayitnadew Iya, sempet kayak kecewa jg si krn ga sesuai sama musik joji yg aku ekspektasi, yg biasanya musiknya r\xe2\x80\xa6 https://t.co/Nb3FloNkDA'",0
b'Kalau kalian berpikir nyali dua lelaki tua ini bakal ciut karena alunan musik yang bikin kuping berdenging dan semb\xe2\x80\xa6 https://t.co/8fvWeJczCL',
"b'Dengerin double knot baru awal musik aja langsung .. \xe2\x98\x91\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f\n\nSebenernya emng ga ngikutin straykids, but a\xe2\x80\xa6 https://t.co/x8K3xTLclQ'",
b'lagu musik ga kecewa kok cuma ya bias w ga dpt part sendiri ya kecewany dpt banget\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',0
b'@Sujualrightt Aku mulai agak mundur dr SJ semenjak era Sexy free and single. Bkn krn kecewa ke SJ nya tp ke SM nya\xe2\x80\xa6 https://t.co/Wt34C461sX',
"b'@gxspiller ~~\n\n~~\n\nChloe mendengus kecewa dengan kenyataan itu, walau ia tertarik dengan musik dan berkeinginan men\xe2\x80\xa6 https://t.co/qiccdZ9S5s'",
"b'Tapi setelah vote loona sama dc sedikit ""dicurangi"", aku mulai kecewa. Sakit banget. Padahal udah bangga banget sam\xe2\x80\xa6 https://t.co/gD2tDE51NM'",
b'Mungkin kamu ngga mengetahui ataupun ga sadar bahwa ada hak diriku untuk kecewa dari sikapmu. Bicarakanlah daripada\xe2\x80\xa6 https://t.co/bNVxvb71xM',
"b'Milenials; \n\nDiajak datang ke acara musik semangat bgt, pada rame tempatnya full. Giliran diajak ke masjid ada aja\xe2\x80\xa6 https://t.co/SI0LstKLv5'",0
b'gue bnr bnr kecewa berat sama mreka. gue pilih komunitas musik krena gue cinta bngt sama musik walaupun gue ga bgit\xe2\x80\xa6 https://t.co/9YROxssxKi',0
"b'Sulli is my 1st bias. Meski ga ngikutin kpop se-freak wktu sma dulu tp masih ngikutin beberapa idol. Apalagi f(x),\xe2\x80\xa6 https://t.co/r0KH9TM5cV'",
b'@ARMYTEAMID @BTS_twt Industri musik kpop lagi berduka',1
b'@ggukdcalcomanie G ada opsi lain? Aku tau kpop (cuman musik g tau apapun lagi) malah dr kdrama \xf0\x9f\xa4\xb7 tp tau bts justru\xe2\x80\xa6 https://t.co/V05AECgGAe',
"b""Lagu-lagunya f(x) salah satu yang menuhin playlist musik kpop gw jaman-jamannya SMP/SMA :')\nTerus nonton mvnya Pinocchio di TOP KPOP \xf0\x9f\x98\xa2""",
b'Di sini aku berusaha senetral mungkin. Karena apa? Aku sayang semua idol Korea. Kita masih saudaraan sama yang lain\xe2\x80\xa6 https://t.co/fSWR8yo0yh',
b'@Soona_choi @BucinnyaTaeyon9 Fokus aja ke fav nya masing2 yah... anda kok bisa sampai chat ini tu dr mana... ini kp\xe2\x80\xa6 https://t.co/dMOtnPpOBK',
"b'@SOOBlNKU Duh, gue juga ketawa waktu jumpa pers nya mereka di amrik. Host nya bilang dong kalo mereka boygroup numb\xe2\x80\xa6 https://t.co/1KPehT7BrV'",
b'Hyunsik BTOB Rilis Video Musik untuk \xe2\x80\x9cDear Love\xe2\x80\x9d https://t.co/5oRiRhcp4a',
"b'@askmenfess karena mereka liat kpop bukan sebagai musik, gw masuk SMK jurusan musik dpt pencerahan dari temen2 cowo\xe2\x80\xa6 https://t.co/PJsxf7MPKp'",
b'@lovebobbybu Kpop kan cuma genre musik yaa :( suka sedih :(',
b'Industri musik kpop sekali lagi shocked dgn berita suicide ni.',
b'Masa2 SMA gue itu disaat masa2 tenarnya KPop 2nd generation. Dimana dulu itu seru bgt krn KPop bukan hny ttg viewer\xe2\x80\xa6 https://t.co/GwZHoLyDkA',
"b'Yah gaseru, barbernya ga pake musik kpop lagi'",
"b'being a kpop fans in this era such a huft. dulu jaman jaman awal debut suju, snsd, 2ne1, bigbang, &amp; etc kayanya ade\xe2\x80\xa6 https://t.co/N6WHEz27ij'",
b'Tapi banyak hate terus kedia pada saat itu jadinya cuma sekedar suka aja tapi jujur disitu awal aku suka cewek kore\xe2\x80\xa6 https://t.co/YSUYRtLoOA',
"b""bisa gak sih gausah mendiskriminasikan orang berdasarkan genre musik? i mean, ya, i love kpop, tapi gausah kaya 'ya\xe2\x80\xa6 https://t.co/oPxHYmWbO0""",1
b'@Saanszla @dionysopes Mereka gk bisa di diemin ntar makin jadi2\nBiar mereka sadar. kita jg kya gni bkn cuma buat ba\xe2\x80\xa6 https://t.co/z2I69Q4oYN',
"b""@Mentimoen Iye kan? Aku dulu jg ga nyangka bakal suka ama boyband korea, imejnya dulu tuh 'gak bgt' n terheran2 sm\xe2\x80\xa6 https://t.co/BroOoBLCNA""",0
"b'@mazzini_giusepe ANJING MEMANG TU ORANG, KENAPA BAWA\xc2\xb2 MUSIK KPOP SI BABI. \nPENGEN KALI KAYA NYA GW PUKUL PAKE KITAB KUNING WKWK'",0
"b'Ada apa kpop sekarang, gak se santuy dulu. Dulu cuma nikmatin musik dan talent para idol tapi sekarang makin ikut c\xe2\x80\xa6 https://t.co/ntmZxdb1SB'",0
b'@mazzini_giusepe Oh pantes SEJARAWAN GOBLOK PEMBENCI ISLAM PENJILAT PEMERINTAH sperti Mazzini ngaco terus RUPANYA P\xe2\x80\xa6 https://t.co/8sif9sc77Z',0
"b'@dwhstksr @BigHitEnt @BTS_twt Bner my , jujur aku tuh bukan pecinta kpop , 4thn lalu aku cuma jatuh cinta sama BTS\xe2\x80\xa6 https://t.co/TAsCgyLXwx'",
b'@askmenfess Selain musik kpop pasti bisa nder',
b'@mocan03 Klw kgk suka kpop kgk ush koar koar bacot. Ngomong gini aja bukan army tapi @NICKIMINAJ yang bilang Billbo\xe2\x80\xa6 https://t.co/fb3e6suJig',0
b'Kpop bagian sistem Dajjal:\nhttps://t.co/TWWowZ8d8r\nJuga: Y2K program Dajjal illuminati NWO yahudi:\xe2\x80\xa6 https://t.co/4Pxq22Mcop',
"b'Saya gak kudet kudet banget sih soal KPop. Apalagi KPop kan terkenal. Tapi, lagu lagunya idol kpop itu... Biasanya\xe2\x80\xa6 https://t.co/woNrn7pkTr'",
b'Ini membuktikan bahwa musik kpop bukan cuma musik yang bawa hal hal percintaan di luar nikah atau sebuah perasaan y\xe2\x80\xa6 https://t.co/RWKcWe67EX',
"b'@ajiajiaji @askmenfess Aneh tau mas aji. Gemes sih wkwkwk lgsg liat komen di yutubnya ada yg blg ""kpop laknatullah,\xe2\x80\xa6 https://t.co/RTyHBiodyc'",0
"b'@askmenfess Aku masih tida mengerti. Kl musik itu katanya haram kan, trs kenapa hanya kpop yang di kaitkan sm dajja\xe2\x80\xa6 https://t.co/73gTdQVAUE'",0
"b'@askmenfess Dalam Islam, musik emang dilarang. Ga cuma kpop!'",0
"b'@JBxJK Ohhh makasih ya, ini sih bukan permasalahan kpop lagi jatuhnya malah lebih ke musik scr global'",
"b'Teruntuk : Jonghyun dan Sulli\n\nTenang disana Oppa, Unni! \xf0\x9f\x98\xad\xf0\x9f\x98\xad\nTerimakasih telah hadir di dalam hidup ku, terimakasih\xe2\x80\xa6 https://t.co/ldzOv0MGxI'",
b'@cottonc99328327 Yah!  Kalau kamu merasa tersakiti lu nya aja yang baperan.. Yang kita bahas adalah sesuatu yang ga\xe2\x80\xa6 https://t.co/CgZ75fVxPr',0
"b'@luvicrzii @susugawifey_ @BTS_twt Haduh mbak,mbok jgn mikirin diri sendiri,ga mikir apa kedepannya gmn buat grup kp\xe2\x80\xa6 https://t.co/nOhmLuY7qZ'",
"b'@kai_uri_namchin malah jadi artis kpop lain nanti ga dapet kesan menarik disana, aku bukan bahas hanya bts disini,\xe2\x80\xa6 https://t.co/ME1pLUciBX'",
"b'@kai_uri_namchin tidak bisa mereka naik langkah demi langkah? itu malah sama aja membuat jelek nama kpop di US, US\xe2\x80\xa6 https://t.co/mL9GYlZ1LH'",
"b'Sok""an ngelakuin pembelaan mengatasnamakan ""industri musik kpop"" perasaan lu aja dah yg ketrigger \xf0\x9f\x98\x82'",0
"b'@kai_uri_namchin @Mochiii7_ @susugawifey_ @BTS_twt Oh gtu, bli poster dpt albm, bli merch dpt albm grtis. Bsa pay l\xe2\x80\xa6 https://t.co/WOohyIexOS'",
b'@cottonc99328327 Sejak kapn merch bisa di iktkan ke perhitungan chart ??? Gw bukan sedh ma kpop atau apa tpi kasian\xe2\x80\xa6 https://t.co/sjNTgagaUT',
"b'@AyuKarina19 @RianaYulin @desti_dias Iya mereka ngancurin citra musik kpop dah, maksa banget pen masuk bllbrd. Apa\xe2\x80\xa6 https://t.co/U0QXFZHtrc'",0
b'@RianaYulin @desti_dias @BTS_twt Aduh yang di bahas itu tak tik dirty agensi \xf0\x9f\x98\x9c\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c\nWkwk muka tembok bangga krn dirty\xe2\x80\xa6 https://t.co/j6SIurrFQA',
b'@99_weno buat artis kpop siapapun pasti rusak di mata wastern...orang orang sana pasti mikir kpop ngelakuin berbaga\xe2\x80\xa6 https://t.co/49hjiVdUGh',0
"b'@betheone97 Asli...Gua mah malah kasian sama MONSTA X,SEVENTEEN,BLACKPINK mereka sedang berusaha masuk ke pasar Ame\xe2\x80\xa6 https://t.co/26IeoiK54w'",
"b'@susugawifey_ @BTS_twt Gua mah malah kasian sama MONSTA X,SEVENTEEN,BLACKPINK mereka sedang berusaha masuk ke pasar\xe2\x80\xa6 https://t.co/Xo7g8UuGNu'",
b'Army iri? \nGw pribadi malah miris liatnya.\nArmy udh susah payah sedari 2016 buat naikin nama BTS biar semakin bnyk\xe2\x80\xa6 https://t.co/t5Qac4jpDa',
"b'// lagi kesel akuu, disuruh insaf dari kpop sama temen karna haram, trus piyo jawab ""lu kan suka musik? Musik juga haram tolol"" \xf0\x9f\x98\x8c'",0
"b""Kalo gini terus malah jelek-jelekin nama kpop yg udah susah-susah di 'positivkan' sama bts. \nMusik juga jadi kehila\xe2\x80\xa6 https://t.co/vZOczczV5U""",
b'Mantul! SuperM Puncaki Tangga Musik di Amerika Serikat #superm #billboard #kpop https://t.co/ou0vPmBqDW',
"b'Uang emang segalanya ya ternyata\xf0\x9f\x99\x82 \nKasian yg udah BENER-BENER berjuang, ngandelin TALENT dan KERJA KERAS kalo gini\xe2\x80\xa6 https://t.co/MIGbhdnbfV'",
"b'@Tia2522 tau, hubungan nya sama kpop apa kan kpop itu genre musik nah selera musik org pasti beda\xc2\xb2 kan'",1
b'Kelasku tiada hari tanpa lagu kpop... Untung semua penghuni kelas yg cowo jarang ada yg julid. Ngedengerin musik ta\xe2\x80\xa6 https://t.co/rF47GPQs3S',
"b'Nape yang highlight kpop doang, emang musik kpop doang ew'",0
"b'@leemeowknow Setauku mrka mhsiswa musik klasik yg nge react kpop (mv/listening party), channelnya kbtulan ada di yu\xe2\x80\xa6 https://t.co/fdGMgjoA4u'",
b'yess bts paved the way...\n\nway buat siapa? buat siapapun yg lagu/musiknya se genre / yg asalnya sama (kpop)\n\nway di\xe2\x80\xa6 https://t.co/sUxhc96kCV',
"b'Itu pemikiran sblm kenal dunia kwave. Yas, awal ke-kwave-an-ku bermula dari kdrama. Jd gini, fyi dulu nih. Kwave (K\xe2\x80\xa6 https://t.co/PGDxHUoG2h'",
"b'Kenapa BTS banyak di bully?\n\nKarena \n- Wajah,bukan ganteng standar korea\n- Musik, Dance, Genre dianggap bukan Kpop\xe2\x80\xa6 https://t.co/ZvEdsh2BtD'",
b'Emang salah suka kpop? Emang salah suka dangdut? Emang salah suka metal? Emang salah suka rock? Yuuk.....belajar un\xe2\x80\xa6 https://t.co/KqhLU0qQjC',1
"b'@dontcallmenugu tiap orang punya cara masing2 buat cari penghiburan kan, nah kalo aku ya dengerin musik DAY6 ini, d\xe2\x80\xa6 https://t.co/cf6ozbB7sb'",1
b'@Mentimoen Meskipun gak suka musik kpop harus diakui kepopuleran BTS hampir menyamai The Beatles di masa lalu',
"b'@vtamin_tae @jooniescaptain Ngakak \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 klo bilang army bukan kpop, mereka bilang ""bukannya bts dari Korea?"" KPop bu\xe2\x80\xa6 https://t.co/bkfmuwfSw0'",
"b'@sebutsajaoddy @rlthingy Sebenarnya lebih membahas kearah perilaku yg ditimbulkan sih, kalo untuk kpop secara musik\xe2\x80\xa6 https://t.co/hIuhMmt3Uw'",
"b'4. penggemar kpop, tapi soal genre musik lebih suka soft rock dan pop'",1
b'@khftannisa @kareeey2 @Ristinasalsabi1 @lalaathaaaaaaaa @saturnutter btw dr topik nge bully ty knp kita jd bhs kesi\xe2\x80\xa6 https://t.co/slLG7Y15h9',
b'kenapa jadi suka sama lagu2 nya dean &amp,
"b'@koreanthingy Kenapa harus malu? Toh ini musik, soal preferensi pribadi. Apa yang salah sama suka kpop? Takut dijud\xe2\x80\xa6 https://t.co/blFGiTuuXS'",
b'@HILALISA97 @HIYOHAN99 @HIMINHYUN95 Ditambahkan pula warna musik rock pada beberapa bagian lagu. Dan juga effect da\xe2\x80\xa6 https://t.co/dotPdzbzG5',
"b'@koreanthingy Masih bisa beralasan ""Kpop kan genre musik. Kenapa harus malu?"" :)'",
"b'@koreanthingy Rencana ya, rencananya sampe nikah aja. Tapi gatau juga, pasti ga bisa karna separuh hidupku diisi sama musik dan kpop\xf0\x9f\x98\x82'",
b'@koreanthingy kenapa harus malu?\nkpop itu kan genre musik \xf0\x9f\x98\xb6',
